Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
task_data_auditory_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_022,consent_baseline,,descriptive,task_data_vch_short_psychedelic_2_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_2_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_023,consent_baseline,,descriptive,task_data_vch_short_psychedelic_3_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_3_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_024,consent_baseline,,descriptive,task_data_vch_short_psychedelic_4_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_4_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_025,consent_baseline,,descriptive,task_data_vch_short_psychedelic_5_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_5_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
include_hyp_measures,consent_baseline,,text,"Adding because I want to remove the hyp measures without removing them. Set to ""yeah"" for participants to actually have them appear",,,,,,,,,,,,, @HIDDEN
thisisvch2,consent_baseline,,descriptive,vch2,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_2,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
thisisvch3,consent_baseline,,descriptive,vch3,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_3,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
thisisvch4,consent_baseline,,descriptive,vch4,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_4,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
thisisvch5,consent_baseline,,descriptive,vch5,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_vch_short_psychedelic_5,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
ach6,consent_baseline,,descriptive,ACH 2_complete: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic2_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
ach7,consent_baseline,,descriptive,ACH 3_complete: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic3_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
ach8,consent_baseline,,descriptive,ACH 4_complete: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic4_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
ach9,consent_baseline,,descriptive,ACH 5_complete: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic5_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
ach2,consent_baseline,,descriptive,ACH 2: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic2,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
ach3,consent_baseline,,descriptive,ACH 3: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic3,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
ach4,consent_baseline,,descriptive,ACH 4: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic4,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
ach5,consent_baseline,,descriptive,ACH 5: ,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_ach_task_short_psychedelic5,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
tdlbl_026,consent_baseline,,descriptive,task_data_visual_hyp_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_027,consent_baseline,,descriptive,task_data_auditory_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_028,consent_baseline,,descriptive,task_data_visual_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_029,consent_baseline,,descriptive,task_data_auditory_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_030,consent_baseline,,descriptive,task_data_visual_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN-SURVEY @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_031,consent_baseline,,descriptive,task_data_auditory_qualifying_hyp_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_032,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_hyp_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_033,consent_baseline,,descriptive,task_data_auditory_qualifying_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_034,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_035,consent_baseline,,descriptive,task_data_auditory_qualifying_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_036,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_037,consent_baseline,,descriptive,task_data_visual_qualifying_hyp_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_038,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_hyp_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_hyp_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_039,consent_baseline,,descriptive,task_data_visual_qualifying_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_040,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_acu_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_acu_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_041,consent_baseline,,descriptive,task_data_visual_qualifying_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_042,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_sub_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_sub_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_043,consent_baseline,,descriptive,task_data_auditory_qualifying_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_hyp,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_044,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_hyp,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_045,consent_baseline,,descriptive,task_data_auditory_qualifying_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_046,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_047,consent_baseline,,descriptive,task_data_auditory_qualifying_task_3_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_3_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_048,consent_baseline,,descriptive,task_data_auditory_qualifying_task_4_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_4_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_049,consent_baseline,,descriptive,task_data_auditory_qualifying_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_050,consent_baseline,,descriptive,task_data_auditory_qualifying_task_2_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_2_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_051,consent_baseline,,descriptive,task_data_auditory_qualifying_task_3_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_3_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_052,consent_baseline,,descriptive,task_data_auditory_qualifying_task_4_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_4_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_053,consent_baseline,,descriptive,task_data_auditory_qualifying_task_4,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_4,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_054,consent_baseline,,descriptive,task_data_auditory_qualifying_task_4_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_auditory_qualifying_task_4_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_055,consent_baseline,,descriptive,task_data_visual_qualifying_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_hyp,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_056,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_hyp,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_057,consent_baseline,,descriptive,task_data_visual_qualifying_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_058,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_acu,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_acu,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_059,consent_baseline,,descriptive,task_data_visual_qualifying_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_060,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_061,consent_baseline,,descriptive,task_data_visual_qualifying_task_3_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_3_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_062,consent_baseline,,descriptive,task_data_visual_qualifying_task_4_sub,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_4_sub,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_063,consent_baseline,,descriptive,task_data_visual_qualifying_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_pers,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_064,consent_baseline,,descriptive,task_data_visual_qualifying_pers_complete,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_pers_complete,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
tdlbl_065,consent_baseline,,descriptive,task_data_visual_qualifying_task_2_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_visual_qualifying_task_2_pers,consent_baseline,,text,"<div class=""rich-text-field-label""></div>",,,,,,,,,,,,," @HIDDEN @DEFAULT='<font color=""red"">Incomplete</font>'"
